profesorji,dtstamp,dtstart,dtend,trigger,location,description
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-10T08:00:00+00:00,2025-01-10T10:30:00+00:00,-1 days +23:30:00,MS Teams,V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-12T10:45:00+00:00,2024-11-12T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-22T08:00:00+00:00,2025-01-22T10:30:00+00:00,-1 days +23:30:00,411,P-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-11T08:00:00+00:00,2025-04-11T10:30:00+00:00,-1 days +23:30:00,411,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-28T14:15:00+00:00,2025-03-28T16:45:00+00:00,-1 days +23:30:00,411,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-07T10:45:00+00:00,2025-01-07T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-02-27T10:45:00+00:00,2025-02-27T13:15:00+00:00,-1 days +23:30:00,411,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-03T10:45:00+00:00,2025-04-03T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-18T10:45:00+00:00,2024-12-18T13:15:00+00:00,-1 days +23:30:00,413,V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-01-22T10:45:00+00:00,2025-01-22T13:15:00+00:00,-1 days +23:30:00,411,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-04-17T09:00:00+00:00,2024-04-17T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Markelj UroÅ¡ - - Mentor: Damjan MaletiÄ/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-08T10:45:00+00:00,2025-04-08T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-28T14:15:00+00:00,2024-11-28T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-18T10:45:00+00:00,2025-03-18T13:15:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-04T08:00:00+00:00,2025-03-04T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-07T10:45:00+00:00,2024-11-07T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-14T08:00:00+00:00,2025-03-14T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-17T10:45:00+00:00,2025-04-17T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-18T10:45:00+00:00,2025-04-18T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-26T10:45:00+00:00,2024-11-26T13:15:00+00:00,-1 days +23:30:00,411,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-02T10:45:00+00:00,2025-04-02T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-05-10T13:15:00+00:00,2024-05-10T13:45:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Jerman Tea - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-03T08:00:00+00:00,2025-03-03T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,-1 days +23:30:00,MS Teams,V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-05T08:00:00+00:00,2024-12-05T10:45:00+00:00,-1 days +23:30:00,411,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-04T14:15:00+00:00,2025-04-04T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-22T10:45:00+00:00,2024-11-22T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,-1 days +23:30:00,307,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-15T10:45:00+00:00,2024-11-15T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-16T11:00:00+00:00,2024-12-16T11:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: KoziÄ Zerina - - Mentor: Benjamin Urh/FOV, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-29T10:45:00+00:00,2024-11-29T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-22T14:15:00+00:00,2024-11-22T16:45:00+00:00,-1 days +23:30:00,411,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-01-23T10:45:00+00:00,2025-01-23T13:15:00+00:00,-1 days +23:30:00,411,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-14T10:45:00+00:00,2025-04-14T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-12T08:00:00+00:00,2025-03-12T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-04T17:00:00+00:00,2025-04-04T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-08T08:00:00+00:00,2025-01-08T10:30:00+00:00,-1 days +23:30:00,411,V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-20T10:45:00+00:00,2025-01-20T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-14T10:45:00+00:00,2024-11-14T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-05T08:00:00+00:00,2025-03-05T10:30:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-05-05T10:45:00+00:00,2025-05-05T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-21T10:45:00+00:00,2025-01-21T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-25T10:45:00+00:00,2024-11-25T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-02-26T08:00:00+00:00,2025-02-26T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-21T17:00:00+00:00,2024-11-21T21:05:00+00:00,-1 days +23:30:00,411,Konzultacije-InÅ¾eniring poslovnih procesov in digitalna transformacija - vaje-MAG-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-05T10:45:00+00:00,2024-11-05T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-21T10:45:00+00:00,2024-11-21T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-09T08:00:00+00:00,2025-01-09T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-06T10:45:00+00:00,2024-11-06T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-04-11T10:45:00+00:00,2025-04-11T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-02T08:00:00+00:00,2024-12-02T10:30:00+00:00,-1 days +23:30:00,005,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-29T08:00:00+00:00,2024-11-29T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-11T10:45:00+00:00,2024-11-11T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-08T10:45:00+00:00,2024-11-08T13:15:00+00:00,-1 days +23:30:00,302,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-02-24T08:00:00+00:00,2025-02-24T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-01-24T10:45:00+00:00,2025-01-24T13:15:00+00:00,-1 days +23:30:00,303,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-11T08:00:00+00:00,2025-03-11T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-14T08:00:00+00:00,2025-01-14T12:05:00+00:00,-1 days +23:30:00,307,V-Kakovost v zdr. in soc. organizacijah-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-03-13T08:00:00+00:00,2025-03-13T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-03T08:00:00+00:00,2024-12-03T10:30:00+00:00,-1 days +23:30:00,307,P-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:46+00:00,2025-05-26T08:00:00+00:00,2025-05-26T10:30:00+00:00,-1 days +23:30:00,307,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-11-28T10:45:00+00:00,2024-11-28T13:15:00+00:00,-1 days +23:30:00,302,V-Management kakovosti-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2024-12-19T10:45:00+00:00,2024-12-19T13:15:00+00:00,-1 days +23:30:00,413,V-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-12T11:45:45+00:00,2025-01-15T10:45:00+00:00,2025-01-15T13:15:00+00:00,-1 days +23:30:00,303,V-Obvladovanje fiziÄnih sredstev-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-13T10:45:00+00:00,2025-05-13T13:15:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-12T10:45:00+00:00,2025-05-12T13:15:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-16T10:45:00+00:00,2025-04-16T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-15T10:45:00+00:00,2025-04-15T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-01T10:45:00+00:00,2025-04-01T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-09T10:45:00+00:00,2025-05-09T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-18T10:45:00+00:00,2025-04-18T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-05T14:15:00+00:00,2025-05-05T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-17T10:45:00+00:00,2025-04-17T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-10T10:45:00+00:00,2025-04-10T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-03T14:15:00+00:00,2025-04-03T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-08T08:00:00+00:00,2025-05-08T10:30:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-03T10:45:00+00:00,2025-04-03T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-14T10:45:00+00:00,2025-04-14T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-09T08:00:00+00:00,2025-05-09T10:30:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-09T10:45:00+00:00,2025-04-09T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-08T10:45:00+00:00,2025-04-08T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-15T14:15:00+00:00,2025-04-15T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-02T14:15:00+00:00,2025-04-02T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-02T10:45:00+00:00,2025-04-02T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-17T14:15:00+00:00,2025-04-17T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-07T08:00:00+00:00,2025-04-07T10:30:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-07T10:45:00+00:00,2025-04-07T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-25T14:15:00+00:00,2025-04-25T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-04T10:45:00+00:00,2025-04-04T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-07T10:45:00+00:00,2025-05-07T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-07T14:15:00+00:00,2025-05-07T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-25T10:45:00+00:00,2025-04-25T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-23T10:45:00+00:00,2025-04-23T13:15:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-24T10:45:00+00:00,2025-04-24T13:15:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-25T17:00:00+00:00,2025-04-25T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-05T10:45:00+00:00,2025-05-05T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-06T14:15:00+00:00,2025-05-06T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-04T14:15:00+00:00,2025-04-04T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-04T08:00:00+00:00,2025-04-04T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-08T10:45:00+00:00,2025-05-08T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:38+00:00,2025-04-11T10:45:00+00:00,2025-04-11T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-04-22T10:45:00+00:00,2025-04-22T13:15:00+00:00,-1 days +23:30:00,413,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/19---Anja-Kozinc,2024-12-12T11:48:39+00:00,2025-05-06T10:45:00+00:00,2025-05-06T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/20---Gregor-Lenart,2024-12-12T11:45:49+00:00,2024-12-04T17:00:00+00:00,2024-12-04T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-RaÄunalniÅ¡ki sistemi in komunikacije-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/20---Gregor-Lenart,2024-12-12T11:45:48+00:00,2024-10-07T14:15:00+00:00,2024-10-07T16:45:00+00:00,-1 days +23:30:00,301,P-Osnove poslovnih informacijskih sistemov-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/20---Gregor-Lenart,2024-12-12T11:45:48+00:00,2023-09-20T09:00:00+00:00,2023-09-20T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: PoÅ¾un Rok - - Mentor: Gregor Lenart/FOV, somentor: Alenka BrezavÅ¡Äek/FOV-VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/20---Gregor-Lenart,2024-12-12T11:45:48+00:00,2024-11-05T10:45:00+00:00,2024-11-05T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-E-poslovanje-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/20---Gregor-Lenart,2024-12-12T11:45:49+00:00,2024-12-03T17:00:00+00:00,2024-12-03T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-E-poslovanje-VS-Izredni
